text,intent,emotion,text_length
recently i am scared about the future but i do not know what to do,anxiety,nervous,66
in class i want to cry and i want to feel better,sadness,hopeless,48
sometimes i feel empty inside because it keeps happening,sadness,upset,56
at home i am proud of myself but i do not know what to do,positive,determined,57
sometimes i am sad and tired but i do not know what to do,sadness,upset,57
sometimes my sleep is disturbed because it keeps happening,sleep,stressed,58
at home i am angry at my friend and i want to feel better,anger,frustrated,57
honestly i feel more confident lately,positive,determined,37
i need a small step to begin today,motivation,hopeful,34
at night my relationship is stressful and i need help,relationship,confused,53
at home my thoughts are moving too fast and i want to feel better,anxiety,nervous,65
in class i feel pressure from every side and i need help,stress,tired,56
recently i feel panic building up but i do not know what to do,anxiety,overwhelmed,62
i feel sad today because it keeps happening,sadness,hopeless,43
honestly i feel hopeless right now and it is affecting me,sadness,depressed,57
at home i cannot focus on studying,academic_pressure,stressed,34
sometimes i cannot stop overthinking and it is affecting me,anxiety,worried,59
honestly i am afraid of failing,academic_pressure,overwhelmed,31
i feel lucky to have support because it keeps happening,gratitude,content,55
recently my friend ignored me please help me,relationship,confused,44
sometimes thank you i feel supported today,gratitude,content,42
my mind stays awake,sleep,anxious,19
honestly i have too many responsibilities these days,stress,stressed,52
at night my friend ignored me and it is affecting me,relationship,sad,52
honestly i feel down for no reason,sadness,sad,34
honestly i have no one to share this with right now,loneliness,lonely,51
honestly i feel alone even around people and i need help,loneliness,lonely,56
at home i am afraid of failing,academic_pressure,anxious,30
in class i am angry upon you and it is affecting me,anger,frustrated,51
in class nothing feels good today and i need help,sadness,sad,49
i feel aggressive right now and i need help,anger,upset,43
i am thankful for my friends please help me,gratitude,happy,43
at night my assignments are too much and it is affecting me,academic_pressure,overwhelmed,59
recently i want to cry but i do not know what to do,sadness,sad,51
honestly i need encouragement lately,motivation,tired,36
at night i want to feel better and i feel stuck,motivation,tired,47
i appreciate your help today,gratitude,happy,28
sometimes thanks for being here,gratitude,happy,31
recently i feel lonely and i feel stuck,loneliness,sad,39
recently i keep imagining the worst these days,anxiety,nervous,46
at home work is overwhelming and i want to feel better,stress,frustrated,54
honestly i feel hurt by someone i love because it keeps happening,relationship,confused,65
in class i feel sad today,sadness,down,25
recently i finally made progress please help me,positive,happy,47
at night i am worried about my grades today,academic_pressure,stressed,43
i feel rejected and i want to feel better,relationship,upset,41
at home i do not know how to fix this relationship lately,relationship,sad,57
recently i miss my friend lately,relationship,confused,32
at home i feel hopeless right now right now,sadness,sad,43
at night i feel better now today,positive,content,32
sometimes i cannot relax at bedtime right now,sleep,stressed,45
at home everything feels like too much please help me,stress,overwhelmed,53
honestly i am excited about tomorrow and i need help,positive,happy,52
recently i do not know how to fix this relationship today,relationship,upset,57
recently i feel peaceful right now but i do not know what to do,positive,happy,63
in class i cannot stop crying these days,sadness,depressed,40
at night i feel nervous today today,anxiety,overwhelmed,35
i need someone to talk to today,greeting,content,31
i want to keep going and it is affecting me,motivation,neutral,43
in class i feel lucky to have support these days,gratitude,content,48
sometimes work is overwhelming but i do not know what to do,stress,frustrated,59
at home can we talk but i do not know what to do,greeting,happy,48
recently i feel anxious these days,anxiety,anxious,34
sometimes i feel lonely and i want to feel better,loneliness,down,49
honestly i want to build better habits lately,motivation,tired,45
honestly i feel lazy but want to change today,motivation,hopeful,45
recently how can i start again these days,motivation,neutral,41
in class i feel panic building up and i feel stuck,anxiety,nervous,50
recently i cannot control my anger right now,anger,frustrated,44
at home i feel sad today because it keeps happening,sadness,sad,51
thanks for being here these days,gratitude,content,32
sometimes hi but i do not know what to do,greeting,content,41
recently i am sad and tired,sadness,upset,27
honestly i cannot believe in myself and i need help,self_esteem,hopeless,51
recently good morning and i feel stuck,greeting,content,38
at night i feel nervous today and i want to feel better,anxiety,worried,55
at night i feel hurt by someone i love and i want to feel better,relationship,worried,64
at night thank you i feel supported because it keeps happening,gratitude,grateful,62
in class i miss my friend and i need help,relationship,upset,41
at home i cannot stop overthinking and i want to feel better,anxiety,worried,60
i had a good day please help me,positive,content,31
at night i feel like shouting please help me,anger,angry,44
honestly i feel nervous today today,anxiety,worried,35
at night good evening and i feel stuck,greeting,happy,38
i cannot stop overthinking right now,anxiety,anxious,36
at night thank you for listening and i feel stuck,gratitude,grateful,49
in class i feel hurt by someone i love and i feel stuck,relationship,upset,55
