text,intent,emotion,text_length,processed_text,processed_length
i feel like a failure and i want to feel better,self_esteem,insecure,47,feel like failure want feel better,34
sometimes i feel burned out please help me,stress,overwhelmed,42,sometimes feel burned please help,33
recently i feel stressed because it keeps happening,stress,tired,51,recently feel stressed keep happening,37
at night i feel rejected lately,relationship,worried,31,night feel rejected lately,26
honestly i feel lazy but want to change right now,motivation,hopeful,49,honestly feel lazy want change right,36
sometimes are you there please help me,greeting,happy,38,sometimes please help,21
honestly i feel lazy but want to change and i feel stuck,motivation,neutral,56,honestly feel lazy want change feel stuck,41
in class i am tired of dealing with problems and i feel stuck,stress,tired,61,class tired dealing problem feel stuck,38
sometimes my friend ignored me please help me,relationship,confused,45,sometimes friend ignored please help,36
in class i have trouble falling asleep please help me,sleep,stressed,53,class trouble falling asleep please help,40
at home my thoughts are moving too fast today,anxiety,anxious,45,home thought moving fast today,30
honestly i feel frustrated with everyone please help me,anger,upset,55,honestly feel frustrated everyone please help,45
at night i am tired of dealing with problems because it keeps happening,stress,frustrated,71,night tired dealing problem keep happening,42
honestly i feel stressed and i feel stuck,stress,tired,41,honestly feel stressed feel stuck,33
at home hello i want to chat but i do not know what to do,greeting,happy,57,home hello want chat know,25
at night i feel forgotten please help me,loneliness,lonely,40,night feel forgotten please help,32
i had a good day today,positive,determined,22,good day today,14
recently i am angry these days,anger,angry,30,recently angry day,18
at home i am tired of dealing with problems these days,stress,frustrated,54,home tired dealing problem day,30
honestly i appreciate your help because it keeps happening,gratitude,happy,58,honestly appreciate help keep happening,39
i feel like shouting but i do not know what to do,anger,upset,49,feel like shouting know,23
recently i cannot relax at bedtime and i need help,sleep,tired,50,recently relax bedtime need help,32
at night i want to hit something and i feel stuck,anger,upset,49,night want hit something feel stuck,35
at night i am getting mad and it is affecting me,anger,upset,48,night getting mad affecting,27
in class i feel peaceful right now please help me,positive,content,49,class feel peaceful right please help,37
i want to keep going and i need help,motivation,hopeful,36,want keep going need help,25
recently exam pressure is overwhelming these days,academic_pressure,worried,49,recently exam pressure overwhelming day,39
at night i feel anxious these days,anxiety,worried,34,night feel anxious day,22
honestly my heart is racing and i need help,anxiety,overwhelmed,43,honestly heart racing need help,31
sometimes i feel burned out lately,stress,overwhelmed,34,sometimes feel burned lately,28
at night i need someone to talk to and it is affecting me,greeting,content,57,night need someone talk affecting,33
honestly i need company please help me,loneliness,down,38,honestly need company please help,33
at night i am worried about my grades right now,academic_pressure,stressed,47,night worried grade right,25
in class i want to build better habits today,motivation,neutral,44,class want build better habit today,35
sometimes i feel exhausted every morning and it is affecting me,sleep,anxious,63,sometimes feel exhausted every morning affecting,48
at home i cannot handle all this pressure and it is affecting me,stress,tired,64,home handle pressure affecting,30
at night i feel empty inside these days,sadness,hopeless,39,night feel empty inside day,27
in class i need a break,stress,frustrated,23,class need break,16
i want to keep going today,motivation,hopeful,26,want keep going today,21
at home i finally made progress but i do not know what to do,positive,content,60,home finally made progress know,31
in class i need someone to talk to right now,greeting,content,44,class need someone talk right,29
recently i appreciate your help these days,gratitude,content,42,recently appreciate help day,28
honestly i need someone to talk to and i want to feel better,greeting,neutral,60,honestly need someone talk want feel better,43
recently i do not know how to fix this relationship these days,relationship,confused,62,recently know fix relationship day,34
sometimes i cannot stop overthinking lately,anxiety,anxious,43,sometimes stop overthinking lately,34
at night i appreciate my family today,gratitude,content,37,night appreciate family today,29
honestly i feel peaceful right now and i feel stuck,positive,happy,51,honestly feel peaceful right feel stuck,39
in class i feel nervous today today,anxiety,anxious,35,class feel nervous today today,30
recently i feel pressure from every side today,stress,tired,46,recently feel pressure every side today,39
honestly my assignments are too much today,academic_pressure,overwhelmed,42,honestly assignment much today,30
recently i want to build better habits and i feel stuck,motivation,hopeful,55,recently want build better habit feel stuck,43
in class i need better sleep and i feel stuck,sleep,stressed,45,class need better sleep feel stuck,34
i feel down for no reason lately,sadness,upset,32,feel reason lately,18
honestly i feel hopeless right now today,sadness,sad,40,honestly feel hopeless right today,34
at night i cannot control my anger because it keeps happening,anger,angry,61,night control anger keep happening,34
at home i feel better now please help me,positive,determined,40,home feel better please help,28
in class i feel burned out please help me,stress,stressed,41,class feel burned please help,29
