text,intent,emotion
are you there and i want to feel better,greeting,happy
at home good morning these days,greeting,neutral
in class everyone seems busy without me and i need help,loneliness,sad
honestly i feel like a failure lately,self_esteem,hopeless
sometimes i need company and i need help,loneliness,down
honestly i finally made progress these days,positive,happy
honestly i feel depressed today today,sadness,hopeless
at night hi and i want to feel better,greeting,happy
sometimes i am sad and tired and i feel stuck,sadness,down
at night i feel better now right now,positive,happy
at home nobody talks to me because it keeps happening,loneliness,lonely
in class i hate how i look because it keeps happening,self_esteem,insecure
in class i want to build better habits right now,motivation,neutral
at night i appreciate your help because it keeps happening,gratitude,grateful
sometimes i am excited about tomorrow please help me,positive,content
at night i feel calm today please help me,positive,hopeful
in class i have no one to share this with lately,loneliness,sad
sometimes i feel worthless sometimes these days,self_esteem,confused
at home i want to keep going,motivation,tired
i need company these days,loneliness,lonely
recently i feel like shouting and i feel stuck,anger,frustrated
i need someone to talk to because it keeps happening,greeting,neutral
i need better sleep,sleep,anxious
help me stay consistent and i feel stuck,motivation,hopeful
honestly i am sad and tired,sadness,depressed
at home i miss having someone close please help me,loneliness,down
at night my heart feels heavy right now,sadness,upset
at home i want to feel better please help me,motivation,hopeful
sometimes i am scared i will disappoint everyone please help me,self_esteem,insecure
at home i doubt myself lately,self_esteem,confused
at home i cannot sleep and i want to feel better,sleep,tired
at night i miss having someone close and i feel stuck,loneliness,lonely
honestly i feel hurt by someone i love and i feel stuck,relationship,worried
i cannot believe in myself because it keeps happening,self_esteem,sad
honestly i am proud of myself,positive,hopeful
at night i keep comparing myself to others,self_esteem,insecure
in class i feel empty inside and i feel stuck,sadness,sad
honestly i need help planning my studies but i do not know what to do,academic_pressure,overwhelmed
at home nobody talks to me and i feel stuck,loneliness,lonely
sometimes i am stressed because of exams please help me,academic_pressure,overwhelmed
at night i finally made progress and i feel stuck,positive,content
at night i want to improve myself right now,motivation,hopeful
in class i appreciate your help because it keeps happening,gratitude,grateful
recently hello right now,greeting,happy
in class i feel better now lately,positive,hopeful
i am worried something bad will happen,anxiety,nervous
in class my assignments are too much and i want to feel better,academic_pressure,overwhelmed
recently i cannot stop crying but i do not know what to do,sadness,hopeless
sometimes i feel hurt by someone i love and i feel stuck,relationship,confused
sometimes i cannot focus on studying and i need help,academic_pressure,worried
at home i want to cry and i want to feel better,sadness,hopeless
recently i do not know how to fix this relationship and i feel stuck,relationship,worried
honestly i feel hopeless right now because it keeps happening,sadness,down
sometimes i want to keep going lately,motivation,hopeful
they do not understand me and i need help,relationship,confused
honestly i am tired of dealing with problems but i do not know what to do,stress,overwhelmed
in class i am tired of dealing with problems lately,stress,frustrated
sometimes thanks that helped me and i want to feel better,gratitude,happy
i miss having someone close today,loneliness,lonely
at home my mind stays awake but i do not know what to do,sleep,tired
in class my mind stays awake these days,sleep,anxious
sometimes i am angry today,anger,upset
in class i feel peaceful right now and i need help,positive,happy
sometimes i want to build better habits these days,motivation,hopeful
at night i feel panic building up and i want to feel better,anxiety,worried
sometimes i feel peaceful right now,positive,happy
honestly i procrastinated and exams are near because it keeps happening,academic_pressure,stressed
